"Label","Target","Correlation","p","Type"
"int","transposon 46242811",0.789039923373547,5.93228235530319e-05,"undirected"
"colA","pfoA",1,0,"undirected"
"colA","ompA",1,0,"undirected"
"pfoA","ompA",1,0,"undirected"
"colA","traA",1,0,"undirected"
"pfoA","traA",1,0,"undirected"
"ompA","traA",1,0,"undirected"
"colA","Plasmid 38606113",1,0,"undirected"
"pfoA","Plasmid 38606113",1,0,"undirected"
"ompA","Plasmid 38606113",1,0,"undirected"
"traA","Plasmid 38606113",1,0,"undirected"
"colA","ybtP",1,0,"undirected"
"pfoA","ybtP",1,0,"undirected"
"ompA","ybtP",1,0,"undirected"
"traA","ybtP",1,0,"undirected"
"Plasmid 38606113","ybtP",1,0,"undirected"
"acrD","acrF",0.871979328842308,1.14633159853383e-06,"undirected"
"acrD","bacA",0.768013393225337,0.000123100951458621,"undirected"
"acrD","baeR",1,0,"undirected"
"acrF","baeR",0.871979328842308,1.14633159853383e-06,"undirected"
"bacA","baeR",0.768013393225337,0.000123100951458621,"undirected"
"acrD","baeS",0.915556073681751,3.8874972796421e-08,"undirected"
"acrF","baeS",0.78212197818665,7.60821699943293e-05,"undirected"
"baeR","baeS",0.91555607368175,3.8874972796421e-08,"undirected"
"2024 Branch","blaCMY 27",0.97240361855265,3.5145220067534e-12,"undirected"
"colA","cpxA",1,0,"undirected"
"pfoA","cpxA",1,0,"undirected"
"ompA","cpxA",1,0,"undirected"
"traA","cpxA",1,0,"undirected"
"Plasmid 38606113","cpxA",1,0,"undirected"
"ybtP","cpxA",1,0,"undirected"
"acrD","cpxR",1,0,"undirected"
"acrF","cpxR",0.871979328842308,1.14633159853383e-06,"undirected"
"bacA","cpxR",0.768013393225337,0.000123100951458621,"undirected"
"baeR","cpxR",1,0,"undirected"
"baeS","cpxR",0.915556073681751,3.8874972796421e-08,"undirected"
"baeS","crp",0.8823248288258,5.8093720745056e-07,"undirected"
"acrD","emrA",1,0,"undirected"
"acrF","emrA",0.871979328842308,1.14633159853383e-06,"undirected"
"bacA","emrA",0.768013393225336,0.000123100951458621,"undirected"
"baeR","emrA",1,0,"undirected"
"baeS","emrA",0.91555607368175,3.8874972796421e-08,"undirected"
"cpxR","emrA",1,0,"undirected"
"2429 Branch","emrB",0.7962679471889,4.5293309659078e-05,"undirected"
"acrD","emrY",0.90812551603465,7.75816153542053e-08,"undirected"
"acrF","emrY",0.779809585864325,8.25189918252089e-05,"undirected"
"baeR","emrY",0.90812551603465,7.75816153542053e-08,"undirected"
"baeS","emrY",0.817563710574358,1.9150254562561e-05,"undirected"
"cpxR","emrY",0.90812551603465,7.75816153542053e-08,"undirected"
"emrA","emrY",0.90812551603465,7.75816153542053e-08,"undirected"
"acrD","evgA",0.901803804856177,1.33603829999274e-07,"undirected"
"acrF","evgA",0.773909937344888,0.000101087968583879,"undirected"
"baeR","evgA",0.901803804856177,1.33603829999274e-07,"undirected"
"baeS","evgA",0.975216930582358,1.42263978375468e-12,"undirected"
"cpxR","evgA",0.901803804856177,1.33603829999274e-07,"undirected"
"crp","evgA",0.9307446416005,7.59539275918542e-09,"undirected"
"emrA","evgA",0.901803804856177,1.33603829999274e-07,"undirected"
"emrY","evgA",0.808307601372684,2.8200837963066e-05,"undirected"
"bla 1030 Branch","evgS",1,0,"undirected"
"colA","gadX",1,0,"undirected"
"pfoA","gadX",1,0,"undirected"
"ompA","gadX",1,0,"undirected"
"traA","gadX",1,0,"undirected"
"Plasmid 38606113","gadX",1,0,"undirected"
"ybtP","gadX",1,0,"undirected"
"cpxA","gadX",1,0,"undirected"
"acrD","mdtB",1,0,"undirected"
"acrF","mdtB",0.871979328842308,1.14633159853383e-06,"undirected"
"bacA","mdtB",0.768013393225336,0.000123100951458621,"undirected"
"baeR","mdtB",1,0,"undirected"
"baeS","mdtB",0.91555607368175,3.8874972796421e-08,"undirected"
"cpxR","mdtB",1,0,"undirected"
"emrA","mdtB",1,0,"undirected"
"emrY","mdtB",0.90812551603465,7.75816153542053e-08,"undirected"
"evgA","mdtB",0.901803804856177,1.33603829999274e-07,"undirected"
"acrD","mdtD",0.863126177208535,1.96113868211611e-06,"undirected"
"baeR","mdtD",0.863126177208535,1.96113868211611e-06,"undirected"
"baeS","mdtD",0.773504536180148,0.000102485343906,"undirected"
"cpxR","mdtD",0.863126177208535,1.96113868211611e-06,"undirected"
"emrA","mdtD",0.863126177208535,1.96113868211611e-06,"undirected"
"emrY","mdtD",0.771389398116142,0.000110046604433034,"undirected"
"evgA","mdtD",0.765533498583283,0.000133511587574908,"undirected"
"mdtB","mdtD",0.863126177208535,1.96113868211611e-06,"undirected"
"acrD","mdtE",1,0,"undirected"
"acrF","mdtE",0.871979328842308,1.14633159853383e-06,"undirected"
"bacA","mdtE",0.768013393225336,0.000123100951458621,"undirected"
"baeR","mdtE",1,0,"undirected"
"baeS","mdtE",0.91555607368175,3.8874972796421e-08,"undirected"
"cpxR","mdtE",1,0,"undirected"
"emrA","mdtE",1,0,"undirected"
"emrY","mdtE",0.90812551603465,7.75816153542053e-08,"undirected"
"evgA","mdtE",0.901803804856177,1.33603829999274e-07,"undirected"
"mdtB","mdtE",1,0,"undirected"
"mdtD","mdtE",0.863126177208535,1.96113868211611e-06,"undirected"
"acrD","mdtF",1,0,"undirected"
"acrF","mdtF",0.871979328842308,1.14633159853383e-06,"undirected"
"bacA","mdtF",0.768013393225336,0.000123100951458621,"undirected"
"baeR","mdtF",1,0,"undirected"
"baeS","mdtF",0.915556073681751,3.8874972796421e-08,"undirected"
"cpxR","mdtF",1,0,"undirected"
"emrA","mdtF",1,0,"undirected"
"emrY","mdtF",0.90812551603465,7.75816153542053e-08,"undirected"
"evgA","mdtF",0.901803804856177,1.33603829999274e-07,"undirected"
"mdtB","mdtF",1,0,"undirected"
"mdtD","mdtF",0.863126177208535,1.96113868211611e-06,"undirected"
"mdtE","mdtF",1,0,"undirected"
"emrY","mdtH",0.761134983566024,0.000153827151575969,"undirected"
"acrD","mdtK",1,0,"undirected"
"acrF","mdtK",0.871979328842308,1.14633159853383e-06,"undirected"
"bacA","mdtK",0.768013393225337,0.000123100951458621,"undirected"
"baeR","mdtK",1,0,"undirected"
"baeS","mdtK",0.91555607368175,3.8874972796421e-08,"undirected"
"cpxR","mdtK",1,0,"undirected"
"emrA","mdtK",1,0,"undirected"
"emrY","mdtK",0.90812551603465,7.75816153542053e-08,"undirected"
"evgA","mdtK",0.901803804856177,1.33603829999274e-07,"undirected"
"mdtB","mdtK",1,0,"undirected"
"mdtD","mdtK",0.863126177208535,1.96113868211611e-06,"undirected"
"mdtE","mdtK",1,0,"undirected"
"mdtF","mdtK",1,0,"undirected"
"colA","mdtO",0.874433728175393,9.8089702937898e-07,"undirected"
"pfoA","mdtO",0.874433728175393,9.8089702937898e-07,"undirected"
"ompA","mdtO",0.874433728175393,9.8089702937898e-07,"undirected"
"traA","mdtO",0.874433728175393,9.8089702937898e-07,"undirected"
"Plasmid 38606113","mdtO",0.874433728175393,9.8089702937898e-07,"undirected"
"ybtP","mdtO",0.874433728175393,9.8089702937898e-07,"undirected"
"cpxA","mdtO",0.874433728175393,9.8089702937898e-07,"undirected"
"crp","mdtO",0.892888741401358,2.71048979705313e-07,"undirected"
"evgA","mdtO",0.781967162931474,7.64992722044333e-05,"undirected"
"gadX","mdtO",0.874433728175393,9.8089702937898e-07,"undirected"
"colA","pbp2",0.849741103802239,4.13235891483232e-06,"undirected"
"pfoA","pbp2",0.849741103802239,4.13235891483232e-06,"undirected"
"ompA","pbp2",0.849741103802239,4.13235891483232e-06,"undirected"
"traA","pbp2",0.849741103802239,4.13235891483232e-06,"undirected"
"Plasmid 38606113","pbp2",0.849741103802239,4.13235891483232e-06,"undirected"
"ybtP","pbp2",0.849741103802239,4.13235891483232e-06,"undirected"
"cpxA","pbp2",0.849741103802239,4.13235891483232e-06,"undirected"
"crp","pbp2",0.910015051466013,6.54495562191215e-08,"undirected"
"evgA","pbp2",0.811426589899522,2.48103870386096e-05,"undirected"
"gadX","pbp2",0.849741103802239,4.13235891483232e-06,"undirected"
"mdtO","pbp2",0.99881081630945,0,"undirected"
"colA","pbp4",0.75786613331064,0.000170579173777163,"undirected"
"pfoA","pbp4",0.75786613331064,0.000170579173777163,"undirected"
"ompA","pbp4",0.75786613331064,0.000170579173777163,"undirected"
"traA","pbp4",0.75786613331064,0.000170579173777163,"undirected"
"Plasmid 38606113","pbp4",0.75786613331064,0.000170579173777163,"undirected"
"ybtP","pbp4",0.75786613331064,0.000170579173777163,"undirected"
"baeS","pbp4",0.832282836555809,9.87977660726891e-06,"undirected"
"cpxA","pbp4",0.75786613331064,0.000170579173777163,"undirected"
"crp","pbp4",0.949993744278163,5.09520647895556e-10,"undirected"
"evgA","pbp4",0.892133904936434,2.86959388695607e-07,"undirected"
"gadX","pbp4",0.75786613331064,0.000170579173777163,"undirected"
"mdtO","pbp4",0.979217190189004,3.22852855560996e-13,"undirected"
"pbp2","pbp4",0.987940737439138,3.10862446895044e-15,"undirected"
"colA","phoQ",1,0,"undirected"
"pfoA","phoQ",1,0,"undirected"
"ompA","phoQ",1,0,"undirected"
"traA","phoQ",1,0,"undirected"
"Plasmid 38606113","phoQ",1,0,"undirected"
"ybtP","phoQ",1,0,"undirected"
"cpxA","phoQ",1,0,"undirected"
"gadX","phoQ",1,0,"undirected"
"mdtO","phoQ",0.874433728175393,9.8089702937898e-07,"undirected"
"pbp2","phoQ",0.849741103802239,4.13235891483232e-06,"undirected"
"pbp4","phoQ",0.75786613331064,0.000170579173777163,"undirected"
"mdtL","pmrC",0.781464845876908,7.78661058791208e-05,"undirected"
"colA","pmrF",0.930772005166638,7.57063745027153e-09,"undirected"
"pfoA","pmrF",0.930772005166638,7.57063745027153e-09,"undirected"
"ompA","pmrF",0.930772005166638,7.57063745027153e-09,"undirected"
"traA","pmrF",0.930772005166638,7.57063745027153e-09,"undirected"
"Plasmid 38606113","pmrF",0.930772005166638,7.57063745027153e-09,"undirected"
"ybtP","pmrF",0.930772005166638,7.57063745027153e-09,"undirected"
"cpxA","pmrF",0.930772005166638,7.57063745027153e-09,"undirected"
"gadX","pmrF",0.930772005166638,7.57063745027153e-09,"undirected"
"mdtO","pmrF",0.803464959154736,3.4252611242902e-05,"undirected"
"pbp2","pmrF",0.779577320614197,8.31905150002754e-05,"undirected"
"phoQ","pmrF",0.930772005166638,7.57063745027153e-09,"undirected"
"nimJ","tet 2027 Branch",1,0,"undirected"
"colA","tetL",1,0,"undirected"
"pfoA","tetL",1,0,"undirected"
"ompA","tetL",1,0,"undirected"
"traA","tetL",1,0,"undirected"
"Plasmid 38606113","tetL",1,0,"undirected"
"ybtP","tetL",1,0,"undirected"
"cpxA","tetL",1,0,"undirected"
"gadX","tetL",1,0,"undirected"
"mdtO","tetL",0.874433728175393,9.8089702937898e-07,"undirected"
"pbp2","tetL",0.849741103802239,4.13235891483232e-06,"undirected"
"pbp4","tetL",0.75786613331064,0.000170579173777163,"undirected"
"phoQ","tetL",1,0,"undirected"
"pmrF","tetL",0.930772005166638,7.57063745027153e-09,"undirected"
"cfxA 2367","cfxA 33413459",0.762903159676504,0.000145364876733556,"undirected"
"bla 1030 Branch","tetL-Ef",1,0,"undirected"
"evgS","tetL-Ef",1,0,"undirected"
"nimJ","blc",0.810745792634002,2.5518869832597e-05,"undirected"
"tet 2027 Branch","blc",0.810745792634002,2.5518869832597e-05,"undirected"
"2024 Branch","blc 3334641",1,0,"undirected"
"blaCMY 27","blc 3334641",0.97240361855265,3.5145220067534e-12,"undirected"
"cfxA 2367","cfxA 32395282",0.851637794134385,3.73464109149069e-06,"undirected"
"crp","Enterobacteria phage BP-4795",0.863260526876043,1.9457657298716e-06,"undirected"
"emrB","Enterobacteria phage BP-4795",0.872131697968302,1.13539878876523e-06,"undirected"
"mdtO","Enterobacteria phage BP-4795",0.764653916657106,0.000137380017372291,"undirected"
"pbp2","Enterobacteria phage BP-4795",0.766162223387695,0.000130803690050474,"undirected"
"pbp4","Enterobacteria phage BP-4795",0.758819450924119,0.000165540647840245,"undirected"
"colA","Escherichia virus HK544",1,0,"undirected"
"pfoA","Escherichia virus HK544",1,0,"undirected"
"ompA","Escherichia virus HK544",1,0,"undirected"
"traA","Escherichia virus HK544",1,0,"undirected"
"Plasmid 38606113","Escherichia virus HK544",1,0,"undirected"
"ybtP","Escherichia virus HK544",1,0,"undirected"
"cpxA","Escherichia virus HK544",1,0,"undirected"
"gadX","Escherichia virus HK544",1,0,"undirected"
"mdtO","Escherichia virus HK544",0.874433728175393,9.8089702937898e-07,"undirected"
"pbp2","Escherichia virus HK544",0.849741103802239,4.13235891483232e-06,"undirected"
"pbp4","Escherichia virus HK544",0.75786613331064,0.000170579173777163,"undirected"
"phoQ","Escherichia virus HK544",1,0,"undirected"
"pmrF","Escherichia virus HK544",0.930772005166638,7.57063745027153e-09,"undirected"
"tetL","Escherichia virus HK544",1,0,"undirected"
"mdtL","Enterobacteria phage IME10",1,0,"undirected"
"pmrC","Enterobacteria phage IME10",0.781464845876908,7.78661058791208e-05,"undirected"
"colA","Enterobacteria phage P4",0.941024474721772,2.00814120887571e-09,"undirected"
"pfoA","Enterobacteria phage P4",0.941024474721772,2.00814120887571e-09,"undirected"
"ompA","Enterobacteria phage P4",0.941024474721772,2.00814120887571e-09,"undirected"
