"Label","Target","Correlation","p","Type"
"ant6 Ib","tet32",0.751541217075449,0.000133325685412355,"undirected"
"bacA","tetAP",0.884553729869086,2.25936239717228e-07,"undirected"
"m 2021 Branch","tetAP",0.80161361648401,2.14520393881923e-05,"undirected"
"rteC","tolC",0.936322913337699,1.29565891349159e-09,"undirected"
"pbp2","tolC",0.840673513147011,3.47060028560442e-06,"undirected"
"repB","tetL-Ef",0.879046417012103,3.36573795056694e-07,"undirected"
"marA","tetL-Ef",1,0,"undirected"
"Transposon 807609","sugE",1,0,"undirected"
"cfxA 2366","sugE",0.752981111321511,0.000127263273910216,"undirected"
"cfxA 2367","cfxA 32395282",0.805283937881573,1.8396009517252e-05,"undirected"
"int","Enterobacteria phage BP-4795",0.995604732693782,0,"undirected"
"ermG","Enterobacteria phage BP-4795",0.929149554318681,3.29751381755727e-09,"undirected"
"ermQ","Enterobacteria phage BP-4795",0.995604732693782,0,"undirected"
"mdtA","Enterobacteria phage BP-4795",0.995604732693782,0,"undirected"
"mdtE","Enterobacteria phage BP-4795",0.93499352872072,1.55280033276028e-09,"undirected"
"pmrB","Enterobacteria phage HK140",1,0,"undirected"
"int","Escherichia virus HK544",1,0,"undirected"
"ermG","Escherichia virus HK544",0.935620509252844,1.4264007752729e-09,"undirected"
"ermQ","Escherichia virus HK544",1,0,"undirected"
"mdtA","Escherichia virus HK544",1,0,"undirected"
"mdtE","Escherichia virus HK544",0.941385095640207,6.26377394397082e-10,"undirected"
"Enterobacteria phage BP-4795","Escherichia virus HK544",0.995604732693782,0,"undirected"
"a 2394 Branch","Enterobacteria phage P4",0.773134233774683,6.41166623243095e-05,"undirected"
"emrK","Enterobacteria phage P4",0.773134233774683,6.41166623243095e-05,"undirected"
"ompA","Enterobacteria phage Sf101",0.843651363903117,2.96238305619312e-06,"undirected"
"cpxA","Enterobacteria phage Sf101",1,0,"undirected"
"mdtF","Enterobacteria phage Sf101",1,0,"undirected"
"mdtP","Enterobacteria phage Sf101",1,0,"undirected"
"pmrB","Enterobacteria phage SfV",1,0,"undirected"
"Enterobacteria phage HK140","Enterobacteria phage SfV",1,0,"undirected"
"baeR","Enterobacteria phage YYZ-2008",0.946449944907315,2.82950995966758e-10,"undirected"
"baeS","Enterobacteria phage YYZ-2008",1,0,"undirected"
"emrA","Enterobacteria phage YYZ-2008",1,0,"undirected"
"mdtL","Enterobacteria phage YYZ-2008",1,0,"undirected"
"transposon 46242809","Enterobacteria phage cdtI",0.83590673746728,4.44264639454239e-06,"undirected"
"emrR","Enterobacteria phage cdtI",0.83590673746728,4.44264639454239e-06,"undirected"
"traF","Escherichia virus fiAA91ss",0.957340989750466,3.80491194107435e-11,"undirected"
"ant6 Ib","Escherichia virus fiAA91ss",0.761411130973325,9.63003932881179e-05,"undirected"
"blaAmpC","Escherichia virus fiAA91ss",0.957340989750466,3.80491194107435e-11,"undirected"
"int","Enterobacteria phage mEp460",0.767991548211333,7.6860622585162e-05,"undirected"
"ant6 Ib","Enterobacteria phage mEp460",0.935306428425714,1.48853551706907e-09,"undirected"
"ermQ","Enterobacteria phage mEp460",0.767991548211333,7.6860622585162e-05,"undirected"
"mdtA","Enterobacteria phage mEp460",0.767991548211332,7.6860622585162e-05,"undirected"
"tet32","Enterobacteria phage mEp460",0.772840717266607,6.4791540188569e-05,"undirected"
"Enterobacteria phage BP-4795","Enterobacteria phage mEp460",0.759249473040373,0.000103545606371158,"undirected"
"Escherichia virus HK544","Enterobacteria phage mEp460",0.767991548211333,7.6860622585162e-05,"undirected"
"rteC","Escherichia phage TL-2011b",0.821760963366303,8.85211828238752e-06,"undirected"
"tolC","Escherichia phage TL-2011b",0.887257376271249,1.84415486437217e-07,"undirected"
"pmrB","Escherichia virus pro147",0.853391500790953,1.72375418405757e-06,"undirected"
"Enterobacteria phage HK140","Escherichia virus pro147",0.853391500790953,1.72375418405757e-06,"undirected"
"Enterobacteria phage SfV","Escherichia virus pro147",0.853391500790953,1.72375418405757e-06,"undirected"
"baeR","Escherichia virus pro483",0.835762011564326,4.47553308902116e-06,"undirected"
"ompA","Escherichia virus P2",0.836503699974255,4.3092095882713e-06,"undirected"
"cpxA","Escherichia virus P2",0.996439500211799,0,"undirected"
"mdtF","Escherichia virus P2",0.996439500211799,0,"undirected"
"mdtP","Escherichia virus P2",0.996439500211799,0,"undirected"
"Enterobacteria phage Sf101","Escherichia virus P2",0.996439500211799,0,"undirected"
"pmrB","Escherichia virus Wphi",0.925052607419114,5.3864930293912e-09,"undirected"
"Enterobacteria phage HK140","Escherichia virus Wphi",0.925052607419114,5.3864930293912e-09,"undirected"
"Enterobacteria phage SfV","Escherichia virus Wphi",0.925052607419114,5.3864930293912e-09,"undirected"
"Escherichia virus pro147","Escherichia virus Wphi",0.778432095450285,5.29345276776283e-05,"undirected"
"Plasmid 38606113","Lactobacillus phage iA2",1,0,"undirected"
"rteC","Lactobacillus phage phiAT3",0.788207522162916,3.6656983067207e-05,"undirected"
"tolC","Lactobacillus phage phiAT3",0.857514957796226,1.3546417592103e-06,"undirected"
"ompA","Salmonella virus FSLSP004",0.843651363903117,2.96238305619312e-06,"undirected"
"cpxA","Salmonella virus FSLSP004",1,0,"undirected"
"mdtF","Salmonella virus FSLSP004",1,0,"undirected"
"mdtP","Salmonella virus FSLSP004",1,0,"undirected"
"Enterobacteria phage Sf101","Salmonella virus FSLSP004",1,0,"undirected"
"Escherichia virus P2","Salmonella virus FSLSP004",0.996439500211799,0,"undirected"
"traF","Salmonella virus SP31",1,0,"undirected"
"ant6 Ib","Salmonella virus SP31",0.806956135970525,1.71338061782933e-05,"undirected"
"blaAmpC","Salmonella virus SP31",1,0,"undirected"
"crp","Salmonella virus SP31",0.77230733210122,6.60336159170605e-05,"undirected"
"Escherichia virus fiAA91ss","Salmonella virus SP31",0.957340989750466,3.80491194107435e-11,"undirected"
"Enterobacteria phage SfI","Salmonella phage RE-2010",0.774510848372887,6.10316064337812e-05,"undirected"
"baeR","Salmonella phage vB_SemP_Emek",0.946449944907315,2.82950995966758e-10,"undirected"
"baeS","Salmonella phage vB_SemP_Emek",1,0,"undirected"
"emrA","Salmonella phage vB_SemP_Emek",1,0,"undirected"
"mdtL","Salmonella phage vB_SemP_Emek",1,0,"undirected"
"Enterobacteria phage YYZ-2008","Salmonella phage vB_SemP_Emek",1,0,"undirected"
"rteC","Shigella phage SfIV",0.936322913337698,1.29565891349159e-09,"undirected"
"pbp2","Shigella phage SfIV",0.84067351314701,3.47060028560442e-06,"undirected"
"tolC","Shigella phage SfIV",1,0,"undirected"
"Escherichia phage TL-2011b","Shigella phage SfIV",0.887257376271249,1.84415486437217e-07,"undirected"
"Lactobacillus phage phiAT3","Shigella phage SfIV",0.857514957796226,1.3546417592103e-06,"undirected"
"int","Shigella virus SfMu",1,0,"undirected"
"ermG","Shigella virus SfMu",0.935620509252844,1.4264007752729e-09,"undirected"
"ermQ","Shigella virus SfMu",1,0,"undirected"
"mdtA","Shigella virus SfMu",1,0,"undirected"
"mdtE","Shigella virus SfMu",0.941385095640207,6.26377394397082e-10,"undirected"
"Enterobacteria phage BP-4795","Shigella virus SfMu",0.995604732693782,0,"undirected"
"Escherichia virus HK544","Shigella virus SfMu",1,0,"undirected"
"Enterobacteria phage mEp460","Shigella virus SfMu",0.767991548211333,7.6860622585162e-05,"undirected"
"Salmonella virus HK620","Shigella virus Sf6",0.764665711186891,8.62149247087274e-05,"undirected"
"baeR","Punavirus_u_s",0.946449944907315,2.82950995966758e-10,"undirected"
"baeS","Punavirus_u_s",1,0,"undirected"
"emrA","Punavirus_u_s",1,0,"undirected"
"mdtL","Punavirus_u_s",1,0,"undirected"
"Enterobacteria phage YYZ-2008","Punavirus_u_s",1,0,"undirected"
"Salmonella phage vB_SemP_Emek","Punavirus_u_s",1,0,"undirected"
"repB","Acidipropionibacterium",0.821563791643463,8.93379156963192e-06,"undirected"
"marA","Acidipropionibacterium",0.944505431991776,3.87271104074216e-10,"undirected"
"tetL-Ef","Acidipropionibacterium",0.944505431991776,3.87271104074216e-10,"undirected"
"traF","Alphaproteobacteria_u_g",0.846964272622834,2.47436784084343e-06,"undirected"
"blaAmpC","Alphaproteobacteria_u_g",0.846964272622834,2.47436784084343e-06,"undirected"
"Escherichia virus fiAA91ss","Alphaproteobacteria_u_g",0.782733750911321,4.51338952514035e-05,"undirected"
"Salmonella virus SP31","Alphaproteobacteria_u_g",0.846964272622834,2.47436784084343e-06,"undirected"
"traF","Aminobacter",1,0,"undirected"
"ant6 Ib","Aminobacter",0.806956135970525,1.71338061782933e-05,"undirected"
"blaAmpC","Aminobacter",1,0,"undirected"
"crp","Aminobacter",0.77230733210122,6.60336159170605e-05,"undirected"
"Escherichia virus fiAA91ss","Aminobacter",0.957340989750466,3.80491194107435e-11,"undirected"
"Salmonella virus SP31","Aminobacter",1,0,"undirected"
"Alphaproteobacteria_u_g","Aminobacter",0.846964272622834,2.47436784084343e-06,"undirected"
"traF","Anaerotruncus",1,0,"undirected"
"ant6 Ib","Anaerotruncus",0.806956135970525,1.71338061782933e-05,"undirected"
"blaAmpC","Anaerotruncus",1,0,"undirected"
"crp","Anaerotruncus",0.77230733210122,6.60336159170605e-05,"undirected"
"Escherichia virus fiAA91ss","Anaerotruncus",0.957340989750466,3.80491194107435e-11,"undirected"
"Salmonella virus SP31","Anaerotruncus",1,0,"undirected"
"Alphaproteobacteria_u_g","Anaerotruncus",0.846964272622834,2.47436784084343e-06,"undirected"
"Aminobacter","Anaerotruncus",1,0,"undirected"
"traF","Atopobium",0.922599587428017,7.13224057591333e-09,"undirected"
"blaAmpC","Atopobium",0.922599587428018,7.13224057591333e-09,"undirected"
"Escherichia virus fiAA91ss","Atopobium",0.874303454259638,4.67311034535456e-07,"undirected"
"Salmonella virus SP31","Atopobium",0.922599587428017,7.13224057591333e-09,"undirected"
"Alphaproteobacteria_u_g","Atopobium",0.774864095892297,6.02609048421243e-05,"undirected"
"Aminobacter","Atopobium",0.922599587428018,7.13224057591333e-09,"undirected"
"Anaerotruncus","Atopobium",0.922599587428018,7.13224057591333e-09,"undirected"
"traF","Bacillus",0.991846929192762,0,"undirected"
"ant6 Ib","Bacillus",0.777590780966816,5.45889169893954e-05,"undirected"
"blaAmpC","Bacillus",0.991846929192762,0,"undirected"
"Escherichia virus fiAA91ss","Bacillus",0.961477853385239,1.54249946149321e-11,"undirected"
"Salmonella virus SP31","Bacillus",0.991846929192762,0,"undirected"
"Alphaproteobacteria_u_g","Bacillus",0.818172295032989,1.04447956932319e-05,"undirected"
"Aminobacter","Bacillus",0.991846929192762,0,"undirected"
"Anaerotruncus","Bacillus",0.991846929192762,0,"undirected"
"Atopobium","Bacillus",0.904646546640886,4.35962022038439e-08,"undirected"
"traF","Bacteroidales_u_g",0.755778221394514,0.000116159969616447,"undirected"
"ant6 Ib","Bacteroidales_u_g",0.799876185212436,2.30457401348971e-05,"undirected"
"blaAmpC","Bacteroidales_u_g",0.755778221394514,0.000116159969616447,"undirected"
"Salmonella virus SP31","Bacteroidales_u_g",0.755778221394514,0.000116159969616447,"undirected"
"Aminobacter","Bacteroidales_u_g",0.755778221394514,0.000116159969616447,"undirected"
"Anaerotruncus","Bacteroidales_u_g",0.755778221394514,0.000116159969616447,"undirected"
"Bacillus","Bacteroidales_u_g",0.762680429936618,9.22526150841652e-05,"undirected"
"a 2394 Branch","Brachyspira",1,0,"undirected"
"emrK","Brachyspira",1,0,"undirected"
"Enterobacteria phage P4","Brachyspira",0.773134233774683,6.41166623243095e-05,"undirected"
"cpxA","Caloramator",0.752807264885384,0.000127982429679374,"undirected"
"mdtF","Caloramator",0.752807264885384,0.000127982429679374,"undirected"
"mdtP","Caloramator",0.752807264885384,0.000127982429679374,"undirected"
"Enterobacteria phage Sf101","Caloramator",0.752807264885384,0.000127982429679374,"undirected"
"Salmonella virus FSLSP004","Caloramator",0.752807264885384,0.000127982429679374,"undirected"
"traF","Cardiobacterium",0.771794243816824,6.72477242131819e-05,"undirected"
"blaAmpC","Cardiobacterium",0.771794243816824,6.72477242131819e-05,"undirected"
"Salmonella virus SP31","Cardiobacterium",0.771794243816824,6.72477242131819e-05,"undirected"
"Acidipropionibacterium","Cardiobacterium",0.82555948629126,7.40038604751803e-06,"undirected"
"Aminobacter","Cardiobacterium",0.771794243816824,6.72477242131819e-05,"undirected"
"Anaerotruncus","Cardiobacterium",0.771794243816824,6.72477242131819e-05,"undirected"
"Bacillus","Cardiobacterium",0.785345439952186,4.08993445915051e-05,"undirected"
"traF","Cetobacterium",1,0,"undirected"
"ant6 Ib","Cetobacterium",0.806956135970525,1.71338061782933e-05,"undirected"
"blaAmpC","Cetobacterium",1,0,"undirected"
"crp","Cetobacterium",0.77230733210122,6.60336159170605e-05,"undirected"
"Escherichia virus fiAA91ss","Cetobacterium",0.957340989750466,3.80491194107435e-11,"undirected"
"Salmonella virus SP31","Cetobacterium",1,0,"undirected"
"Alphaproteobacteria_u_g","Cetobacterium",0.846964272622834,2.47436784084343e-06,"undirected"
"Aminobacter","Cetobacterium",1,0,"undirected"
"Anaerotruncus","Cetobacterium",1,0,"undirected"
"Atopobium","Cetobacterium",0.922599587428018,7.13224057591333e-09,"undirected"
"Bacillus","Cetobacterium",0.991846929192762,0,"undirected"
"Bacteroidales_u_g","Cetobacterium",0.755778221394514,0.000116159969616447,"undirected"
"Cardiobacterium","Cetobacterium",0.771794243816824,6.72477242131819e-05,"undirected"
"baeR","Clavibacter",0.946449944907314,2.82950995966758e-10,"undirected"
"baeS","Clavibacter",1,0,"undirected"
"emrA","Clavibacter",1,0,"undirected"
"mdtL","Clavibacter",1,0,"undirected"
"Enterobacteria phage YYZ-2008","Clavibacter",1,0,"undirected"
"Salmonella phage vB_SemP_Emek","Clavibacter",1,0,"undirected"
"Punavirus_u_s","Clavibacter",1,0,"undirected"
"traF","Collinsella",0.994985910598994,0,"undirected"
"ant6 Ib","Collinsella",0.802968387346259,2.0276437146638e-05,"undirected"
"blaAmpC","Collinsella",0.994985910598994,0,"undirected"
"crp","Collinsella",0.775260865732488,5.94052613633878e-05,"undirected"
"Escherichia virus fiAA91ss","Collinsella",0.948324147320599,2.06755279563708e-10,"undirected"
"Salmonella virus SP31","Collinsella",0.994985910598994,0,"undirected"
"Alphaproteobacteria_u_g","Collinsella",0.848663271619734,2.25249075747058e-06,"undirected"
"Aminobacter","Collinsella",0.994985910598994,0,"undirected"
"Anaerotruncus","Collinsella",0.994985910598994,0,"undirected"
"Atopobium","Collinsella",0.918620042980297,1.10346625170621e-08,"undirected"
"Bacillus","Collinsella",0.991857681022059,0,"undirected"
"Bacteroidales_u_g","Collinsella",0.7566543525371,0.00011285789147486,"undirected"
"Cardiobacterium","Collinsella",0.759359135078092,0.000103167095537593,"undirected"
"Cetobacterium","Collinsella",0.994985910598994,0,"undirected"
"traF","Coprococcus",1,0,"undirected"
"ant6 Ib","Coprococcus",0.806956135970525,1.71338061782933e-05,"undirected"
"blaAmpC","Coprococcus",1,0,"undirected"
"crp","Coprococcus",0.77230733210122,6.60336159170605e-05,"undirected"
"Escherichia virus fiAA91ss","Coprococcus",0.957340989750466,3.80491194107435e-11,"undirected"
"Salmonella virus SP31","Coprococcus",1,0,"undirected"
"Alphaproteobacteria_u_g","Coprococcus",0.846964272622834,2.47436784084343e-06,"undirected"
"Aminobacter","Coprococcus",1,0,"undirected"
"Anaerotruncus","Coprococcus",1,0,"undirected"
"Atopobium","Coprococcus",0.922599587428018,7.13224057591333e-09,"undirected"
"Bacillus","Coprococcus",0.991846929192762,0,"undirected"
"Bacteroidales_u_g","Coprococcus",0.755778221394514,0.000116159969616447,"undirected"
"Cardiobacterium","Coprococcus",0.771794243816824,6.72477242131819e-05,"undirected"
"Cetobacterium","Coprococcus",1,0,"undirected"
"Collinsella","Coprococcus",0.994985910598994,0,"undirected"
"traA","Corynebacterium",0.956751022514519,4.29627444731295e-11,"undirected"
"traF","Cytophaga",1,0,"undirected"
"ant6 Ib","Cytophaga",0.806956135970525,1.71338061782933e-05,"undirected"
"blaAmpC","Cytophaga",1,0,"undirected"
"crp","Cytophaga",0.77230733210122,6.60336159170605e-05,"undirected"
"Escherichia virus fiAA91ss","Cytophaga",0.957340989750466,3.80491194107435e-11,"undirected"
"Salmonella virus SP31","Cytophaga",1,0,"undirected"
"Alphaproteobacteria_u_g","Cytophaga",0.846964272622834,2.47436784084343e-06,"undirected"
"Aminobacter","Cytophaga",1,0,"undirected"
"Anaerotruncus","Cytophaga",1,0,"undirected"
"Atopobium","Cytophaga",0.922599587428018,7.13224057591333e-09,"undirected"
"Bacillus","Cytophaga",0.991846929192762,0,"undirected"
"Bacteroidales_u_g","Cytophaga",0.755778221394514,0.000116159969616447,"undirected"
"Cardiobacterium","Cytophaga",0.771794243816824,6.72477242131819e-05,"undirected"
"Cetobacterium","Cytophaga",1,0,"undirected"
"Collinsella","Cytophaga",0.994985910598994,0,"undirected"
"Coprococcus","Cytophaga",1,0,"undirected"
"traF","Deinococcus-Thermus_u_g",1,0,"undirected"
"ant6 Ib","Deinococcus-Thermus_u_g",0.806956135970525,1.71338061782933e-05,"undirected"
"blaAmpC","Deinococcus-Thermus_u_g",1,0,"undirected"
"crp","Deinococcus-Thermus_u_g",0.77230733210122,6.60336159170605e-05,"undirected"
"Escherichia virus fiAA91ss","Deinococcus-Thermus_u_g",0.957340989750466,3.80491194107435e-11,"undirected"
"Salmonella virus SP31","Deinococcus-Thermus_u_g",1,0,"undirected"
"Alphaproteobacteria_u_g","Deinococcus-Thermus_u_g",0.846964272622834,2.47436784084343e-06,"undirected"
"Aminobacter","Deinococcus-Thermus_u_g",1,0,"undirected"
"Anaerotruncus","Deinococcus-Thermus_u_g",1,0,"undirected"
"Atopobium","Deinococcus-Thermus_u_g",0.922599587428018,7.13224057591333e-09,"undirected"
"Bacillus","Deinococcus-Thermus_u_g",0.991846929192762,0,"undirected"
"Bacteroidales_u_g","Deinococcus-Thermus_u_g",0.755778221394514,0.000116159969616447,"undirected"
"Cardiobacterium","Deinococcus-Thermus_u_g",0.771794243816824,6.72477242131819e-05,"undirected"
"Cetobacterium","Deinococcus-Thermus_u_g",1,0,"undirected"
"Collinsella","Deinococcus-Thermus_u_g",0.994985910598994,0,"undirected"
"Coprococcus","Deinococcus-Thermus_u_g",1,0,"undirected"
"Cytophaga","Deinococcus-Thermus_u_g",1,0,"undirected"
"traF","Desulfobulbus",0.75519515886716,0.000118403164846015,"undirected"
"blaAmpC","Desulfobulbus",0.75519515886716,0.000118403164846015,"undirected"
"Salmonella virus SP31","Desulfobulbus",0.75519515886716,0.000118403164846015,"undirected"
"Aminobacter","Desulfobulbus",0.75519515886716,0.000118403164846015,"undirected"
"Anaerotruncus","Desulfobulbus",0.75519515886716,0.000118403164846015,"undirected"
"Bacillus","Desulfobulbus",0.768782440295084,7.47694239526808e-05,"undirected"
"Bacteroidales_u_g","Desulfobulbus",0.798720607484612,2.41615865710365e-05,"undirected"
"Cetobacterium","Desulfobulbus",0.75519515886716,0.000118403164846015,"undirected"
"Coprococcus","Desulfobulbus",0.75519515886716,0.000118403164846015,"undirected"
"Cytophaga","Desulfobulbus",0.75519515886716,0.000118403164846015,"undirected"
"Deinococcus-Thermus_u_g","Desulfobulbus",0.75519515886716,0.000118403164846015,"undirected"
"rteC","Gemella",0.936322913337699,1.29565891349159e-09,"undirected"
"pbp2","Gemella",0.84067351314701,3.47060028560442e-06,"undirected"
"tolC","Gemella",1,0,"undirected"
"Escherichia phage TL-2011b","Gemella",0.887257376271249,1.84415486437217e-07,"undirected"
"Lactobacillus phage phiAT3","Gemella",0.857514957796226,1.3546417592103e-06,"undirected"
"Shigella phage SfIV","Gemella",1,0,"undirected"
"traF","Geobacillus",1,0,"undirected"
"ant6 Ib","Geobacillus",0.806956135970525,1.71338061782933e-05,"undirected"
"blaAmpC","Geobacillus",1,0,"undirected"
"crp","Geobacillus",0.77230733210122,6.60336159170605e-05,"undirected"
"Escherichia virus fiAA91ss","Geobacillus",0.957340989750466,3.80491194107435e-11,"undirected"
"Salmonella virus SP31","Geobacillus",1,0,"undirected"
"Alphaproteobacteria_u_g","Geobacillus",0.846964272622834,2.47436784084343e-06,"undirected"
"Aminobacter","Geobacillus",1,0,"undirected"
"Anaerotruncus","Geobacillus",1,0,"undirected"
"Atopobium","Geobacillus",0.922599587428017,7.13224057591333e-09,"undirected"
"Bacillus","Geobacillus",0.991846929192762,0,"undirected"
"Bacteroidales_u_g","Geobacillus",0.755778221394514,0.000116159969616447,"undirected"
"Cardiobacterium","Geobacillus",0.771794243816824,6.72477242131819e-05,"undirected"
"Cetobacterium","Geobacillus",1,0,"undirected"
"Collinsella","Geobacillus",0.994985910598994,0,"undirected"
"Coprococcus","Geobacillus",1,0,"undirected"
"Cytophaga","Geobacillus",1,0,"undirected"
"Deinococcus-Thermus_u_g","Geobacillus",1,0,"undirected"
"Desulfobulbus","Geobacillus",0.75519515886716,0.000118403164846015,"undirected"
"Bacteroidales_u_g","Gordonia",0.756557601917539,0.000113218532828308,"undirected"
"m 2021 Branch","Halocynthiibacter",0.787514631498868,3.7647480409575e-05,"undirected"
"traF","Helcococcus",0.979515566388073,5.59552404411079e-14,"undirected"
"ant6 Ib","Helcococcus",0.818076159279609,1.04906753266576e-05,"undirected"
"blaAmpC","Helcococcus",0.979515566388073,5.59552404411079e-14,"undirected"
"Escherichia virus fiAA91ss","Helcococcus",0.94683115005407,2.65703015145391e-10,"undirected"
"Salmonella virus SP31","Helcococcus",0.979515566388073,5.59552404411079e-14,"undirected"
"Alphaproteobacteria_u_g","Helcococcus",0.837952303375167,3.99982143406419e-06,"undirected"
"Aminobacter","Helcococcus",0.979515566388073,5.59552404411079e-14,"undirected"
"Anaerotruncus","Helcococcus",0.979515566388073,5.59552404411079e-14,"undirected"
"Atopobium","Helcococcus",0.91921538057505,1.03519797178819e-08,"undirected"
"Bacillus","Helcococcus",0.972830565828083,6.94333479600573e-13,"undirected"
"Bacteroidales_u_g","Helcococcus",0.753294172225243,0.000125976966966812,"undirected"
"Cardiobacterium","Helcococcus",0.756200506350701,0.000114558198778703,"undirected"
"Cetobacterium","Helcococcus",0.979515566388073,5.59552404411079e-14,"undirected"
"Collinsella","Helcococcus",0.978163057043941,9.9031893796564e-14,"undirected"
"Coprococcus","Helcococcus",0.979515566388073,5.59552404411079e-14,"undirected"
"Cytophaga","Helcococcus",0.979515566388073,5.59552404411079e-14,"undirected"
"Deinococcus-Thermus_u_g","Helcococcus",0.979515566388073,5.59552404411079e-14,"undirected"
"Geobacillus","Helcococcus",0.979515566388073,5.59552404411079e-14,"undirected"
"pmrB","Holophagaceae_u_g",0.949420993015695,1.71140435156758e-10,"undirected"
"tetQ","Holophagaceae_u_g",0.750195316055207,0.000139214683116062,"undirected"
"Enterobacteria phage HK140","Holophagaceae_u_g",0.949420993015695,1.71140435156758e-10,"undirected"
"Enterobacteria phage SfV","Holophagaceae_u_g",0.949420993015695,1.71140435156758e-10,"undirected"
"Escherichia virus pro147","Holophagaceae_u_g",0.7935486475472,2.97482522839676e-05,"undirected"
"Escherichia virus Wphi","Holophagaceae_u_g",0.942620704357283,5.19445597646495e-10,"undirected"
"Transposon 807609","Intestinibacter",1,0,"undirected"
"cfxA 2366","Intestinibacter",0.752981111321511,0.000127263273910216,"undirected"
"sugE","Intestinibacter",1,0,"undirected"
"traF","Kandleria",1,0,"undirected"
"ant6 Ib","Kandleria",0.806956135970525,1.71338061782933e-05,"undirected"
"blaAmpC","Kandleria",1,0,"undirected"
"crp","Kandleria",0.77230733210122,6.60336159170605e-05,"undirected"
"Escherichia virus fiAA91ss","Kandleria",0.957340989750466,3.80491194107435e-11,"undirected"
"Salmonella virus SP31","Kandleria",1,0,"undirected"
"Alphaproteobacteria_u_g","Kandleria",0.846964272622834,2.47436784084343e-06,"undirected"
"Aminobacter","Kandleria",1,0,"undirected"
"Anaerotruncus","Kandleria",1,0,"undirected"
"Atopobium","Kandleria",0.922599587428017,7.13224057591333e-09,"undirected"
"Bacillus","Kandleria",0.991846929192762,0,"undirected"
"Bacteroidales_u_g","Kandleria",0.755778221394514,0.000116159969616447,"undirected"
"Cardiobacterium","Kandleria",0.771794243816824,6.72477242131819e-05,"undirected"
"Cetobacterium","Kandleria",1,0,"undirected"
"Collinsella","Kandleria",0.994985910598994,0,"undirected"
"Coprococcus","Kandleria",1,0,"undirected"
"Cytophaga","Kandleria",1,0,"undirected"
"Deinococcus-Thermus_u_g","Kandleria",1,0,"undirected"
"Desulfobulbus","Kandleria",0.75519515886716,0.000118403164846015,"undirected"
"Geobacillus","Kandleria",1,0,"undirected"
"Helcococcus","Kandleria",0.979515566388073,5.59552404411079e-14,"undirected"
"traF","Laceyella",1,0,"undirected"
"ant6 Ib","Laceyella",0.806956135970525,1.71338061782933e-05,"undirected"
"blaAmpC","Laceyella",1,0,"undirected"
"crp","Laceyella",0.77230733210122,6.60336159170605e-05,"undirected"
"Escherichia virus fiAA91ss","Laceyella",0.957340989750466,3.80491194107435e-11,"undirected"
"Salmonella virus SP31","Laceyella",1,0,"undirected"
"Alphaproteobacteria_u_g","Laceyella",0.846964272622834,2.47436784084343e-06,"undirected"
"Aminobacter","Laceyella",1,0,"undirected"
"Anaerotruncus","Laceyella",1,0,"undirected"
"Atopobium","Laceyella",0.922599587428018,7.13224057591333e-09,"undirected"
"Bacillus","Laceyella",0.991846929192762,0,"undirected"
"Bacteroidales_u_g","Laceyella",0.755778221394514,0.000116159969616447,"undirected"
"Cardiobacterium","Laceyella",0.771794243816824,6.72477242131819e-05,"undirected"
"Cetobacterium","Laceyella",1,0,"undirected"
"Collinsella","Laceyella",0.994985910598994,0,"undirected"
