"Source","Target","Correlation","Type"
126,127,1,"undirected"
112,11,0.806956135970525,"undirected"
16,17,0.946449944907315,"undirected"
112,22,1,"undirected"
11,22,0.806956135970525,"undirected"
118,29,0.752981111321511,"undirected"
122,35,0.843651363903117,"undirected"
112,37,0.77230733210122,"undirected"
22,37,0.77230733210122,"undirected"
16,38,0.946449944907315,"undirected"
17,38,1,"undirected"
3,41,1,"undirected"
113,42,1,"undirected"
109,45,0.935620509252844,"undirected"
109,46,1,"undirected"
45,46,0.935620509252844,"undirected"
117,54,0.879046417012103,"undirected"
109,56,1,"undirected"
45,56,0.935620509252844,"undirected"
46,56,1,"undirected"
109,60,0.941385095640207,"undirected"
45,60,0.874163571992581,"undirected"
46,60,0.941385095640207,"undirected"
56,60,0.941385095640207,"undirected"
122,61,0.843651363903117,"undirected"
35,61,1,"undirected"
16,65,0.946449944907314,"undirected"
17,65,1,"undirected"
38,65,1,"undirected"
122,69,0.843651363903117,"undirected"
35,69,1,"undirected"
61,69,1,"undirected"
110,74,0.776577582096269,"undirected"
12,86,0.888587551012269,"undirected"
11,87,0.751541217075449,"undirected"
15,90,0.884553729869086,"undirected"
53,90,0.80161361648401,"undirected"
110,98,0.936322913337699,"undirected"
74,98,0.840673513147011,"undirected"
117,100,0.879046417012103,"undirected"
54,100,1,"undirected"
118,104,1,"undirected"
29,104,0.752981111321511,"undirected"
30,106,0.805283937881573,"undirected"
109,136,0.995604732693782,"undirected"
45,136,0.929149554318681,"undirected"
46,136,0.995604732693782,"undirected"
56,136,0.995604732693782,"undirected"
60,136,0.93499352872072,"undirected"
79,138,1,"undirected"
109,139,1,"undirected"
45,139,0.935620509252844,"undirected"
46,139,1,"undirected"
56,139,1,"undirected"
60,139,0.941385095640207,"undirected"
136,139,0.995604732693782,"undirected"
3,144,0.773134233774683,"undirected"
41,144,0.773134233774683,"undirected"
122,145,0.843651363903117,"undirected"
35,145,1,"undirected"
61,145,1,"undirected"
69,145,1,"undirected"
79,147,1,"undirected"
138,147,1,"undirected"
16,149,0.946449944907315,"undirected"
17,149,1,"undirected"
38,149,1,"undirected"
65,149,1,"undirected"
113,150,0.83590673746728,"undirected"
42,150,0.83590673746728,"undirected"
112,151,0.957340989750466,"undirected"
11,151,0.761411130973325,"undirected"
22,151,0.957340989750466,"undirected"
109,155,0.767991548211333,"undirected"
11,155,0.935306428425714,"undirected"
46,155,0.767991548211333,"undirected"
56,155,0.767991548211332,"undirected"
87,155,0.772840717266607,"undirected"
136,155,0.759249473040373,"undirected"
139,155,0.767991548211333,"undirected"
110,166,0.821760963366303,"undirected"
98,166,0.887257376271249,"undirected"
79,168,0.853391500790953,"undirected"
138,168,0.853391500790953,"undirected"
147,168,0.853391500790953,"undirected"
16,169,0.835762011564326,"undirected"
122,177,0.836503699974255,"undirected"
35,177,0.996439500211799,"undirected"
61,177,0.996439500211799,"undirected"
69,177,0.996439500211799,"undirected"
145,177,0.996439500211799,"undirected"
79,178,0.925052607419114,"undirected"
138,178,0.925052607419114,"undirected"
147,178,0.925052607419114,"undirected"
168,178,0.778432095450285,"undirected"
125,181,1,"undirected"
110,182,0.788207522162916,"undirected"
98,182,0.857514957796226,"undirected"
122,187,0.843651363903117,"undirected"
35,187,1,"undirected"
61,187,1,"undirected"
69,187,1,"undirected"
145,187,1,"undirected"
177,187,0.996439500211799,"undirected"
112,188,1,"undirected"
11,188,0.806956135970525,"undirected"
22,188,1,"undirected"
37,188,0.77230733210122,"undirected"
151,188,0.957340989750466,"undirected"
146,189,0.774510848372887,"undirected"
16,194,0.946449944907315,"undirected"
17,194,1,"undirected"
38,194,1,"undirected"
65,194,1,"undirected"
149,194,1,"undirected"
110,198,0.936322913337698,"undirected"
74,198,0.84067351314701,"undirected"
98,198,1,"undirected"
166,198,0.887257376271249,"undirected"
182,198,0.857514957796226,"undirected"
109,199,1,"undirected"
45,199,0.935620509252844,"undirected"
46,199,1,"undirected"
56,199,1,"undirected"
60,199,0.941385095640207,"undirected"
136,199,0.995604732693782,"undirected"
139,199,1,"undirected"
