"Source","Target","Correlation","Type"
109,120,1,"undirected"
114,129,1,"undirected"
109,131,1,"undirected"
120,131,1,"undirected"
114,3,1,"undirected"
129,3,1,"undirected"
117,8,0.772760274609544,"undirected"
109,10,0.815914339754072,"undirected"
120,10,0.815914339754072,"undirected"
131,10,0.815914339754072,"undirected"
119,12,1,"undirected"
8,16,0.95859226563402,"undirected"
109,20,0.772131809520751,"undirected"
120,20,0.772131809520751,"undirected"
131,20,0.772131809520751,"undirected"
114,25,1,"undirected"
129,25,1,"undirected"
3,25,1,"undirected"
19,35,0.837706394444532,"undirected"
132,38,0.802424604315757,"undirected"
17,38,0.838464778275231,"undirected"
109,40,1,"undirected"
120,40,1,"undirected"
131,40,1,"undirected"
10,40,0.815914339754072,"undirected"
20,40,0.772131809520751,"undirected"
132,41,0.751957691832282,"undirected"
17,41,0.966698187361255,"undirected"
38,41,0.950007007908897,"undirected"
114,43,1,"undirected"
129,43,1,"undirected"
3,43,1,"undirected"
25,43,1,"undirected"
47,49,0.869100936170975,"undirected"
117,50,1,"undirected"
8,50,0.772760274609544,"undirected"
109,54,1,"undirected"
120,54,1,"undirected"
131,54,1,"undirected"
10,54,0.815914339754072,"undirected"
20,54,0.772131809520751,"undirected"
40,54,1,"undirected"
19,55,1,"undirected"
35,55,0.837706394444532,"undirected"
19,56,1,"undirected"
35,56,0.837706394444532,"undirected"
55,56,1,"undirected"
132,57,0.802424604315757,"undirected"
17,57,0.838464778275231,"undirected"
38,57,1,"undirected"
41,57,0.950007007908897,"undirected"
19,58,1,"undirected"
35,58,0.837706394444532,"undirected"
55,58,1,"undirected"
56,58,1,"undirected"
109,59,1,"undirected"
120,59,1,"undirected"
131,59,1,"undirected"
10,59,0.815914339754072,"undirected"
20,59,0.772131809520751,"undirected"
40,59,1,"undirected"
54,59,1,"undirected"
1,60,1,"undirected"
132,61,0.802424604315757,"undirected"
17,61,0.838464778275231,"undirected"
38,61,1,"undirected"
41,61,0.950007007908897,"undirected"
57,61,1,"undirected"
114,62,1,"undirected"
129,62,1,"undirected"
3,62,1,"undirected"
25,62,1,"undirected"
43,62,1,"undirected"
132,64,0.802424604315757,"undirected"
17,64,0.838464778275231,"undirected"
38,64,1,"undirected"
41,64,0.950007007908897,"undirected"
57,64,1,"undirected"
61,64,1,"undirected"
10,68,0.983114033875881,"undirected"
38,69,0.780274088554298,"undirected"
57,69,0.780274088554298,"undirected"
61,69,0.780274088554298,"undirected"
64,69,0.780274088554298,"undirected"
132,77,0.802424604315757,"undirected"
17,77,0.838464778275231,"undirected"
38,77,1,"undirected"
41,77,0.950007007908897,"undirected"
57,77,1,"undirected"
61,77,1,"undirected"
64,77,1,"undirected"
69,77,0.780274088554298,"undirected"
17,78,0.996780172891582,"undirected"
38,78,0.792068966608567,"undirected"
41,78,0.943065263007418,"undirected"
57,78,0.792068966608567,"undirected"
61,78,0.792068966608567,"undirected"
64,78,0.792068966608567,"undirected"
77,78,0.792068966608567,"undirected"
119,82,1,"undirected"
12,82,1,"undirected"
13,83,1,"undirected"
114,91,0.808986459207828,"undirected"
129,91,0.808986459207828,"undirected"
3,91,0.808986459207828,"undirected"
25,91,0.808986459207828,"undirected"
43,91,0.808986459207828,"undirected"
62,91,0.808986459207828,"undirected"
132,92,0.802424604315757,"undirected"
17,92,0.838464778275231,"undirected"
38,92,1,"undirected"
41,92,0.950007007908897,"undirected"
57,92,1,"undirected"
61,92,1,"undirected"
64,92,1,"undirected"
69,92,0.780274088554298,"undirected"
77,92,1,"undirected"
78,92,0.792068966608567,"undirected"
71,98,1,"undirected"
13,100,1,"undirected"
83,100,1,"undirected"
114,101,1,"undirected"
129,101,1,"undirected"
3,101,1,"undirected"
25,101,1,"undirected"
43,101,1,"undirected"
62,101,1,"undirected"
91,101,0.808986459207828,"undirected"
71,102,0.989596054824857,"undirected"
98,102,0.989596054824857,"undirected"
109,104,1,"undirected"
120,104,1,"undirected"
131,104,1,"undirected"
10,104,0.815914339754072,"undirected"
20,104,0.772131809520751,"undirected"
40,104,1,"undirected"
54,104,1,"undirected"
59,104,1,"undirected"
71,105,1,"undirected"
98,105,1,"undirected"
102,105,0.989596054824857,"undirected"
30,106,0.762290453610244,"undirected"
114,136,0.871654970016835,"undirected"
129,136,0.871654970016835,"undirected"
3,136,0.871654970016835,"undirected"
25,136,0.871654970016835,"undirected"
43,136,0.871654970016835,"undirected"
62,136,0.871654970016835,"undirected"
91,136,0.856055431253007,"undirected"
101,136,0.871654970016835,"undirected"
117,140,1,"undirected"
8,140,0.772760274609544,"undirected"
50,140,1,"undirected"
1,141,1,"undirected"
60,141,1,"undirected"
1,142,0.882155876822361,"undirected"
60,142,0.88215587682236,"undirected"
141,142,0.882155876822361,"undirected"
1,144,0.9458283933419,"undirected"
60,144,0.9458283933419,"undirected"
141,144,0.9458283933419,"undirected"
142,144,0.818948572628059,"undirected"
132,147,0.777875041212481,"undirected"
17,147,0.807855774243146,"undirected"
38,147,0.980124461333342,"undirected"
41,147,0.92313595323708,"undirected"
57,147,0.980124461333342,"undirected"
61,147,0.980124461333342,"undirected"
64,147,0.980124461333341,"undirected"
69,147,0.810207575152413,"undirected"
77,147,0.980124461333342,"undirected"
78,147,0.760706740775768,"undirected"
92,147,0.980124461333341,"undirected"
1,151,0.991770170306217,"undirected"
60,151,0.991770170306217,"undirected"
141,151,0.991770170306217,"undirected"
142,151,0.86704749795381,"undirected"
144,151,0.940698507148683,"undirected"
1,152,0.768494122930723,"undirected"
60,152,0.768494122930723,"undirected"
141,152,0.768494122930723,"undirected"
142,152,0.96274564412645,"undirected"
151,152,0.754803979036829,"undirected"
69,155,0.880434861260096,"undirected"
1,157,1,"undirected"
60,157,1,"undirected"
141,157,1,"undirected"
142,157,0.882155876822361,"undirected"
144,157,0.9458283933419,"undirected"
151,157,0.991770170306217,"undirected"
152,157,0.768494122930723,"undirected"
109,160,1,"undirected"
120,160,1,"undirected"
131,160,1,"undirected"
10,160,0.815914339754072,"undirected"
20,160,0.772131809520751,"undirected"
40,160,1,"undirected"
54,160,1,"undirected"
59,160,1,"undirected"
104,160,1,"undirected"
74,162,1,"undirected"
17,166,0.802136756421894,"undirected"
41,166,0.777319012780735,"undirected"
78,166,0.798960328855625,"undirected"
80,166,0.84483687889398,"undirected"
74,167,1,"undirected"
162,167,1,"undirected"
1,168,0.931706988695109,"undirected"
60,168,0.93170698869511,"undirected"
68,168,0.769770602376183,"undirected"
141,168,0.93170698869511,"undirected"
142,168,0.837318882535568,"undirected"
144,168,0.888891604003758,"undirected"
151,168,0.934639791794922,"undirected"
157,168,0.931706988695109,"undirected"
10,169,0.802743261006252,"undirected"
68,169,0.75912391988565,"undirected"
114,173,0.907053444327893,"undirected"
129,173,0.907053444327893,"undirected"
3,173,0.907053444327893,"undirected"
25,173,0.907053444327893,"undirected"
43,173,0.907053444327893,"undirected"
62,173,0.907053444327893,"undirected"
91,173,0.758678103162528,"undirected"
101,173,0.907053444327893,"undirected"
136,173,0.852118049165371,"undirected"
1,177,0.991091339574667,"undirected"
60,177,0.991091339574666,"undirected"
141,177,0.991091339574667,"undirected"
142,177,0.868177825228434,"undirected"
144,177,0.933748692412613,"undirected"
151,177,0.98107515879272,"undirected"
152,177,0.755905088591408,"undirected"
157,177,0.991091339574666,"undirected"
168,177,0.918778270248191,"undirected"
1,178,1,"undirected"
60,178,1,"undirected"
141,178,1,"undirected"
142,178,0.882155876822361,"undirected"
144,178,0.9458283933419,"undirected"
151,178,0.991770170306217,"undirected"
152,178,0.768494122930723,"undirected"
157,178,1,"undirected"
168,178,0.931706988695109,"undirected"
177,178,0.991091339574666,"undirected"
117,182,0.96833335378434,"undirected"
50,182,0.96833335378434,"undirected"
140,182,0.96833335378434,"undirected"
74,183,1,"undirected"
162,183,1,"undirected"
167,183,1,"undirected"
109,184,1,"undirected"
120,184,1,"undirected"
131,184,1,"undirected"
10,184,0.815914339754072,"undirected"
20,184,0.772131809520751,"undirected"
40,184,1,"undirected"
54,184,1,"undirected"
59,184,1,"undirected"
104,184,1,"undirected"
160,184,1,"undirected"
11,185,0.787071714961836,"undirected"
13,187,0.994713685461442,"undirected"
83,187,0.994713685461443,"undirected"
100,187,0.994713685461442,"undirected"
132,189,0.767084514113672,"undirected"
17,189,0.802657308679336,"undirected"
38,189,0.96655434519658,"undirected"
41,189,0.913784805391833,"undirected"
57,189,0.96655434519658,"undirected"
61,189,0.96655434519658,"undirected"
64,189,0.96655434519658,"undirected"
69,189,0.914578247585485,"undirected"
77,189,0.96655434519658,"undirected"
78,189,0.756880343542776,"undirected"
92,189,0.96655434519658,"undirected"
147,189,0.965977072523311,"undirected"
155,189,0.760401212204618,"undirected"
132,191,0.785388229038085,"undirected"
17,191,0.894808343558308,"undirected"
38,191,0.987964284369753,"undirected"
41,191,0.976636509389756,"undirected"
57,191,0.987964284369753,"undirected"
61,191,0.987964284369753,"undirected"
64,191,0.987964284369753,"undirected"
69,191,0.763149641661925,"undirected"
77,191,0.987964284369753,"undirected"
78,191,0.856953039107392,"undirected"
92,191,0.987964284369753,"undirected"
147,191,0.962633130998348,"undirected"
189,191,0.951750122297678,"undirected"
1,192,1,"undirected"
60,192,1,"undirected"
141,192,1,"undirected"
142,192,0.882155876822361,"undirected"
144,192,0.9458283933419,"undirected"
151,192,0.991770170306217,"undirected"
152,192,0.768494122930723,"undirected"
157,192,1,"undirected"
168,192,0.93170698869511,"undirected"
177,192,0.991091339574667,"undirected"
178,192,1,"undirected"
1,194,1,"undirected"
60,194,1,"undirected"
141,194,1,"undirected"
142,194,0.882155876822361,"undirected"
144,194,0.9458283933419,"undirected"
151,194,0.991770170306217,"undirected"
152,194,0.768494122930723,"undirected"
157,194,1,"undirected"
168,194,0.931706988695109,"undirected"
177,194,0.991091339574666,"undirected"
178,194,1,"undirected"
192,194,1,"undirected"
1,195,1,"undirected"
60,195,1,"undirected"
141,195,1,"undirected"
142,195,0.882155876822361,"undirected"
144,195,0.9458283933419,"undirected"
151,195,0.991770170306217,"undirected"
152,195,0.768494122930723,"undirected"
157,195,1,"undirected"
168,195,0.931706988695109,"undirected"
177,195,0.991091339574666,"undirected"
178,195,1,"undirected"
192,195,1,"undirected"
194,195,1,"undirected"
132,197,0.802424604315757,"undirected"
17,197,0.838464778275231,"undirected"
38,197,1,"undirected"
41,197,0.950007007908897,"undirected"
57,197,1,"undirected"
61,197,1,"undirected"
64,197,1,"undirected"
69,197,0.780274088554298,"undirected"
77,197,1,"undirected"
78,197,0.792068966608567,"undirected"
92,197,1,"undirected"
147,197,0.980124461333342,"undirected"
189,197,0.96655434519658,"undirected"
191,197,0.987964284369753,"undirected"
132,198,0.799421205149525,"undirected"
1,198,0.808383420221768,"undirected"
60,198,0.808383420221768,"undirected"
141,198,0.808383420221768,"undirected"
144,198,0.80446753823589,"undirected"
151,198,0.836502677251807,"undirected"
157,198,0.808383420221768,"undirected"
177,198,0.789585801005607,"undirected"
178,198,0.808383420221768,"undirected"
192,198,0.808383420221768,"undirected"
194,198,0.808383420221768,"undirected"
195,198,0.808383420221768,"undirected"
149,199,0.974119716337831,"undirected"
38,200,0.803780536003701,"undirected"
57,200,0.803780536003701,"undirected"
61,200,0.803780536003701,"undirected"
64,200,0.803780536003701,"undirected"
77,200,0.803780536003701,"undirected"
92,200,0.803780536003701,"undirected"
147,200,0.876557572804288,"undirected"
189,200,0.765053309841264,"undirected"
191,200,0.783827770856943,"undirected"
197,200,0.803780536003701,"undirected"
44,208,1,"undirected"
114,225,1,"undirected"
129,225,1,"undirected"
3,225,1,"undirected"
25,225,1,"undirected"
43,225,1,"undirected"
62,225,1,"undirected"
91,225,0.808986459207828,"undirected"
101,225,1,"undirected"
136,225,0.871654970016835,"undirected"
173,225,0.907053444327893,"undirected"
71,305,1,"undirected"
98,305,1,"undirected"
102,305,0.989596054824857,"undirected"
105,305,1,"undirected"
1,215,0.827605374073355,"undirected"
60,215,0.827605374073355,"undirected"
141,215,0.827605374073355,"undirected"
142,215,0.8229897046719,"undirected"
151,215,0.799427941378594,"undirected"
152,215,0.775822687126419,"undirected"
157,215,0.827605374073355,"undirected"
168,215,0.777553301720563,"undirected"
177,215,0.82452407391866,"undirected"
178,215,0.827605374073355,"undirected"
192,215,0.827605374073355,"undirected"
194,215,0.827605374073355,"undirected"
195,215,0.827605374073355,"undirected"
13,222,1,"undirected"
83,222,1,"undirected"
100,222,1,"undirected"
187,222,0.994713685461442,"undirected"
114,205,1,"undirected"
129,205,1,"undirected"
3,205,1,"undirected"
25,205,1,"undirected"
43,205,1,"undirected"
62,205,1,"undirected"
91,205,0.808986459207828,"undirected"
101,205,1,"undirected"
136,205,0.871654970016835,"undirected"
173,205,0.907053444327893,"undirected"
225,205,1,"undirected"
174,224,0.798125856766614,"undirected"
202,251,0.791362468560327,"undirected"
19,270,1,"undirected"
35,270,0.837706394444532,"undirected"
55,270,1,"undirected"
56,270,1,"undirected"
58,270,1,"undirected"
74,228,0.837367379656012,"undirected"
162,228,0.837367379656011,"undirected"
167,228,0.837367379656012,"undirected"
183,228,0.837367379656012,"undirected"
221,232,0.897220321867629,"undirected"
117,296,0.976933148070031,"undirected"
50,296,0.976933148070031,"undirected"
140,296,0.97693314807003,"undirected"
152,296,0.755789307568743,"undirected"
182,296,0.943035067927233,"undirected"
221,236,0.933132786216637,"undirected"
232,236,0.936442866503727,"undirected"
114,282,0.807706221296696,"undirected"
129,282,0.807706221296696,"undirected"
3,282,0.807706221296696,"undirected"
25,282,0.807706221296696,"undirected"
37,282,0.979176802461977,"undirected"
43,282,0.807706221296696,"undirected"
62,282,0.807706221296696,"undirected"
101,282,0.807706221296696,"undirected"
136,282,0.765526844789265,"undirected"
225,282,0.807706221296696,"undirected"
205,282,0.807706221296696,"undirected"
74,259,0.850751843891817,"undirected"
162,259,0.850751843891817,"undirected"
167,259,0.850751843891817,"undirected"
183,259,0.850751843891817,"undirected"
228,259,0.764102913096297,"undirected"
237,259,0.852116322211846,"undirected"
74,244,0.860480671418042,"undirected"
162,244,0.860480671418042,"undirected"
167,244,0.860480671418042,"undirected"
183,244,0.860480671418042,"undirected"
228,244,0.91556579005048,"undirected"
259,244,0.811832009858056,"undirected"
132,240,0.754435406562337,"undirected"
1,240,0.848707131062941,"undirected"
60,240,0.848707131062941,"undirected"
141,240,0.848707131062941,"undirected"
142,240,0.783223164715095,"undirected"
144,240,0.795275290944344,"undirected"
151,240,0.840127674495881,"undirected"
157,240,0.848707131062941,"undirected"
168,240,0.829522319012756,"undirected"
177,240,0.850938240735379,"undirected"
178,240,0.848707131062941,"undirected"
192,240,0.848707131062941,"undirected"
194,240,0.848707131062941,"undirected"
195,240,0.84870713106294,"undirected"
198,240,0.870316772832241,"undirected"
74,247,1,"undirected"
162,247,1,"undirected"
167,247,1,"undirected"
183,247,1,"undirected"
228,247,0.837367379656012,"undirected"
259,247,0.850751843891817,"undirected"
244,247,0.860480671418042,"undirected"
114,250,1,"undirected"
129,250,1,"undirected"
3,250,1,"undirected"
25,250,1,"undirected"
43,250,1,"undirected"
62,250,1,"undirected"
91,250,0.808986459207828,"undirected"
101,250,1,"undirected"
136,250,0.871654970016835,"undirected"
173,250,0.907053444327893,"undirected"
225,250,1,"undirected"
205,250,1,"undirected"
282,250,0.807706221296696,"undirected"
1,253,0.788104862302033,"undirected"
60,253,0.788104862302033,"undirected"
141,253,0.788104862302033,"undirected"
142,253,0.96922186865831,"undirected"
151,253,0.774533231719887,"undirected"
152,253,0.999512079339868,"undirected"
157,253,0.788104862302033,"undirected"
177,253,0.775559359742987,"undirected"
178,253,0.788104862302033,"undirected"
192,253,0.788104862302033,"undirected"
194,253,0.788104862302033,"undirected"
195,253,0.788104862302033,"undirected"
215,253,0.786739472902803,"undirected"
221,301,0.933132786216637,"undirected"
232,301,0.936442866503727,"undirected"
236,301,1,"undirected"
74,238,1,"undirected"
162,238,1,"undirected"
167,238,1,"undirected"
183,238,1,"undirected"
228,238,0.837367379656011,"undirected"
259,238,0.850751843891817,"undirected"
244,238,0.860480671418042,"undirected"
247,238,1,"undirected"
90,256,0.831478635408268,"undirected"
91,256,0.762262170496662,"undirected"
259,260,0.815366672787361,"undirected"
49,261,0.772152934962825,"undirected"
235,262,0.756695533016231,"undirected"
